,date,depth,etype,lat,lon,lvl,place,time,lvl_new,datetime
623,2016-05-22,1.0,天然地震,32.45,105.02,ML0.5,四川,02:20:37,0.5,2016-05-22T02:20:37
624,2016-05-22,22.0,天然地震,27.05,103.38,ML1.2,云南,02:18:09,1.2,2016-05-22T02:18:09
625,2016-05-22,6.0,天然地震,26.07,99.61,ML0.3,云南,02:16:10,0.3,2016-05-22T02:16:10
626,2016-05-22,7.0,天然地震,37.6,77.52,ML2.5,新疆,02:12:56,2.5,2016-05-22T02:12:56
627,2016-05-22,5.0,天然地震,32.44,105.02,ML0.5,四川,02:12:11,0.5,2016-05-22T02:12:11
628,2016-05-22,13.0,天然地震,32.18,104.64,ML0.7,四川,02:09:15,0.7,2016-05-22T02:09:15
629,2016-05-22,6.0,天然地震,40.48,77.27,ML1.5,新疆,02:04:54,1.5,2016-05-22T02:04:54
630,2016-05-22,22.0,天然地震,37.86,112.56,ML0.3,山西,02:02:40,0.3,2016-05-22T02:02:40
631,2016-05-22,7.0,天然地震,26.18,100.6,ML0.5,云南,02:00:20,0.5,2016-05-22T02:00:20
632,2016-05-22,5.0,天然地震,26.17,100.55,ML1.2,云南,01:54:03,1.2,2016-05-22T01:54:03
633,2016-05-22,6.0,天然地震,26.25,99.34,ML1.1,云南,01:47:02,1.1,2016-05-22T01:47:02
634,2016-05-22,11.0,天然地震,26.12,99.56,ML0.7,云南,01:42:44,0.7,2016-05-22T01:42:44
635,2016-05-22,3.0,天然地震,26.17,99.89,ML1.1,云南,01:31:30,1.1,2016-05-22T01:31:30
636,2016-05-22,10.0,天然地震,26.18,99.48,ML0.1,云南,01:19:59,0.1,2016-05-22T01:19:59
637,2016-05-22,6.0,天然地震,39.82,75.39,ML0.8,新疆,01:11:49,0.8,2016-05-22T01:11:49
638,2016-05-22,12.0,天然地震,26.12,99.56,ML0.0,云南,01:10:24,0.0,2016-05-22T01:10:24
639,2016-05-22,6.0,天然地震,39.74,75.45,ML0.7,新疆,01:05:49,0.7,2016-05-22T01:05:49
640,2016-05-22,7.0,天然地震,36.4,102.87,ML1.5,甘肃,01:03:53,1.5,2016-05-22T01:03:53
641,2016-05-22,1.0,天然地震,36.41,102.92,ML1.2,甘肃,01:03:52,1.2,2016-05-22T01:03:52
642,2016-05-22,6.0,天然地震,31.04,103.23,ML1.4,四川,00:55:35,1.4,2016-05-22T00:55:35
643,2016-05-22,8.0,天然地震,26.16,99.51,ML0.2,云南,00:55:28,0.2,2016-05-22T00:55:28
644,2016-05-22,6.0,天然地震,26.09,99.58,ML0.9,云南,00:53:46,0.9,2016-05-22T00:53:46
645,2016-05-22,13.0,天然地震,26.22,99.39,ML0.6,云南,00:43:05,0.6,2016-05-22T00:43:05
646,2016-05-22,6.0,天然地震,31.39,103.27,ML2.0,四川,00:37:55,2.0,2016-05-22T00:37:55
647,2016-05-22,9.0,天然地震,40.76,127.05,ML3.9,朝鲜,00:22:46,3.9,2016-05-22T00:22:46
648,2016-05-21,6.0,天然地震,26.1,99.57,ML1.3,云南,23:52:04,1.3,2016-05-21T23:52:04
649,2016-05-21,12.0,天然地震,26.11,99.57,ML0.6,云南,23:50:02,0.6,2016-05-21T23:50:02
650,2016-05-21,6.0,天然地震,26.25,99.38,ML0.2,云南,23:45:02,0.2,2016-05-21T23:45:02
651,2016-05-21,5.0,天然地震,37.67,101.64,ML0.6,青海,23:36:19,0.6,2016-05-21T23:36:19
652,2016-05-21,11.0,天然地震,26.09,99.58,ML0.7,云南,23:36:07,0.7,2016-05-21T23:36:07
653,2016-05-21,7.0,天然地震,40.66,122.74,ML0.9,辽宁,23:35:59,0.9,2016-05-21T23:35:59
654,2016-05-21,2.0,天然地震,29.59,104.81,ML1.3,四川,23:32:30,1.3,2016-05-21T23:32:30
655,2016-05-21,23.0,天然地震,26.15,100.56,ML0.4,云南,23:20:13,0.4,2016-05-21T23:20:13
656,2016-05-21,9.0,天然地震,26.1,99.58,ML1.1,云南,23:12:05,1.1,2016-05-21T23:12:05
657,2016-05-21,8.0,天然地震,26.23,99.38,ML0.2,云南,23:09:41,0.2,2016-05-21T23:09:41
658,2016-05-21,10.0,天然地震,25.28,98.12,ML1.5,云南,23:06:55,1.5,2016-05-21T23:06:55
659,2016-05-21,8.0,天然地震,31.76,104.45,ML0.9,四川,23:00:51,0.9,2016-05-21T23:00:51
660,2016-05-21,10.0,天然地震,26.11,99.57,ML0.5,云南,22:55:02,0.5,2016-05-21T22:55:02
661,2016-05-21,13.0,天然地震,32.46,121.62,ML3.1,江苏,22:47:23,3.1,2016-05-21T22:47:23
662,2016-05-21,7.0,天然地震,26.08,99.61,ML0.4,云南,22:46:52,0.4,2016-05-21T22:46:52
663,2016-05-21,6.0,天然地震,40.61,79.28,ML1.0,新疆,22:46:24,1.0,2016-05-21T22:46:24
664,2016-05-21,42.0,天然地震,27.06,103.41,ML1.3,云南,22:36:34,1.3,2016-05-21T22:36:34
665,2016-05-21,9.0,天然地震,37.36,92.84,ML3.0,青海,22:34:47,3.0,2016-05-21T22:34:47
666,2016-05-21,8.0,天然地震,37.33,92.84,ML3.3,青海,22:33:36,3.3,2016-05-21T22:33:36
667,2016-05-21,2.0,天然地震,28.16,104.87,ML1.3,四川,22:25:54,1.3,2016-05-21T22:25:54
668,2016-05-21,6.0,天然地震,28.14,104.95,ML1.4,四川,22:25:53,1.4,2016-05-21T22:25:53
669,2016-05-21,4.0,天然地震,40.66,122.73,ML0.9,辽宁,22:24:19,0.9,2016-05-21T22:24:19
670,2016-05-21,5.0,天然地震,26.1,99.59,ML0.2,云南,22:20:02,0.2,2016-05-21T22:20:02
671,2016-05-21,45.0,天然地震,21.32,99.41,ML2.0,云南,22:18:11,2.0,2016-05-21T22:18:11
672,2016-05-21,8.0,天然地震,26.1,99.57,ML1.1,云南,22:01:14,1.1,2016-05-21T22:01:14
673,2016-05-21,10.0,天然地震,26.1,99.57,ML1.1,云南,22:01:13,1.1,2016-05-21T22:01:13
674,2016-05-21,7.0,天然地震,26.09,99.6,ML0.1,云南,21:53:56,0.1,2016-05-21T21:53:56
675,2016-05-21,5.0,天然地震,46.65,90.08,ML0.8,新疆,21:49:04,0.8,2016-05-21T21:49:04
676,2016-05-21,5.0,天然地震,26.12,99.59,ML1.2,云南,21:46:42,1.2,2016-05-21T21:46:42
677,2016-05-21,6.0,天然地震,46.81,90.23,ML0.8,新疆,21:44:33,0.8,2016-05-21T21:44:33
678,2016-05-21,5.0,天然地震,26.11,99.59,ML0.6,云南,21:41:54,0.6,2016-05-21T21:41:54
679,2016-05-21,11.0,天然地震,26.09,99.58,ML0.0,云南,21:36:25,0.0,2016-05-21T21:36:25
680,2016-05-21,5.0,天然地震,26.11,99.59,ML1.0,云南,21:29:43,1.0,2016-05-21T21:29:43
681,2016-05-21,3.0,天然地震,27.28,103.65,ML1.8,云南,21:24:57,1.8,2016-05-21T21:24:57
682,2016-05-21,5.0,天然地震,27.98,101.09,ML1.5,四川,21:22:59,1.5,2016-05-21T21:22:59
683,2016-05-21,5.0,天然地震,35.72,113.86,ML1.2,河南,21:21:41,1.2,2016-05-21T21:21:41
684,2016-05-21,7.0,天然地震,35.75,113.86,ML1.1,河南,21:21:40,1.1,2016-05-21T21:21:40
685,2016-05-21,5.0,天然地震,26.09,99.59,ML1.6,云南,21:12:42,1.6,2016-05-21T21:12:42
686,2016-05-21,12.0,天然地震,26.11,99.56,ML0.3,云南,21:10:36,0.3,2016-05-21T21:10:36
687,2016-05-21,6.0,天然地震,40.53,123.03,ML1.7,辽宁,21:05:31,1.7,2016-05-21T21:05:31
688,2016-05-21,7.0,天然地震,36.93,99.58,ML2.0,青海,21:02:13,2.0,2016-05-21T21:02:13
689,2016-05-21,15.0,天然地震,26.15,99.53,ML0.1,云南,21:00:37,0.1,2016-05-21T21:00:37
690,2016-05-21,6.0,天然地震,45.68,84.39,ML1.1,新疆,20:49:41,1.1,2016-05-21T20:49:41
691,2016-05-21,11.0,天然地震,26.09,99.59,ML2.8,云南,20:46:23,2.8,2016-05-21T20:46:23
692,2016-05-21,8.0,天然地震,26.11,99.58,ML0.8,云南,20:24:08,0.8,2016-05-21T20:24:08
693,2016-05-21,7.0,天然地震,47.23,89.95,ML1.1,新疆,20:17:36,1.1,2016-05-21T20:17:36
694,2016-05-21,5.0,天然地震,26.1,99.58,ML1.1,云南,20:13:53,1.1,2016-05-21T20:13:53
695,2016-05-21,23.0,天然地震,38.69,112.69,ML1.2,山西,20:11:20,1.2,2016-05-21T20:11:20
696,2016-05-21,24.0,天然地震,38.7,112.68,ML1.6,山西,20:11:19,1.6,2016-05-21T20:11:19
697,2016-05-21,3.0,天然地震,22.34,99.49,ML1.9,云南,20:02:07,1.9,2016-05-21T20:02:07
698,2016-05-21,5.0,天然地震,32.16,105.25,ML1.3,四川,20:00:51,1.3,2016-05-21T20:00:51
699,2016-05-21,6.0,天然地震,26.09,99.58,ML0.3,云南,19:51:11,0.3,2016-05-21T19:51:11
700,2016-05-21,12.0,天然地震,26.14,99.56,ML0.8,云南,19:42:51,0.8,2016-05-21T19:42:51
701,2016-05-21,7.0,天然地震,26.13,99.55,ML2.2,云南,19:35:35,2.2,2016-05-21T19:35:35
702,2016-05-21,5.0,天然地震,31.95,95.03,ML3.0,西藏,19:32:56,3.0,2016-05-21T19:32:56
703,2016-05-21,6.0,天然地震,26.12,99.59,ML0.6,云南,19:26:36,0.6,2016-05-21T19:26:36
704,2016-05-21,4.0,天然地震,46.91,88.41,ML0.9,新疆,19:16:27,0.9,2016-05-21T19:16:27
705,2016-05-21,11.0,天然地震,26.16,99.51,ML0.5,云南,19:13:50,0.5,2016-05-21T19:13:50
706,2016-05-21,5.0,天然地震,26.1,99.6,ML1.0,云南,19:12:09,1.0,2016-05-21T19:12:09
707,2016-05-21,7.0,天然地震,28.74,87.39,ML2.9,西藏,19:06:22,2.9,2016-05-21T19:06:22
708,2016-05-21,3.0,天然地震,23.53,104.36,ML1.6,云南,19:01:37,1.6,2016-05-21T19:01:37
709,2016-05-21,6.0,天然地震,26.1,99.6,ML0.6,云南,19:01:19,0.6,2016-05-21T19:01:19
710,2016-05-21,6.0,天然地震,26.13,99.54,ML1.7,云南,18:57:46,1.7,2016-05-21T18:57:46
711,2016-05-21,6.0,天然地震,27.12,103.3,ML1.8,云南,18:55:35,1.8,2016-05-21T18:55:35
712,2016-05-21,5.0,天然地震,24.55,98.12,ML1.9,云南,18:54:32,1.9,2016-05-21T18:54:32
713,2016-05-21,6.0,天然地震,23.74,98.87,ML1.8,云南,18:53:29,1.8,2016-05-21T18:53:29
714,2016-05-21,10.0,天然地震,26.1,99.59,ML1.0,云南,18:51:06,1.0,2016-05-21T18:51:06
715,2016-05-21,6.0,天然地震,40.82,122.45,ML1.5,辽宁,18:49:29,1.5,2016-05-21T18:49:29
716,2016-05-21,7.0,天然地震,26.1,99.59,ML0.8,云南,18:43:48,0.8,2016-05-21T18:43:48
717,2016-05-21,19.0,天然地震,23.55,105.68,ML1.8,云南,18:43:45,1.8,2016-05-21T18:43:45
718,2016-05-21,7.0,天然地震,47.04,89.71,ML1.0,新疆,18:43:30,1.0,2016-05-21T18:43:30
719,2016-05-21,13.0,天然地震,26.11,99.58,ML1.1,云南,18:42:41,1.1,2016-05-21T18:42:41
720,2016-05-21,6.0,天然地震,23.43,104.36,ML1.6,云南,18:40:05,1.6,2016-05-21T18:40:05
721,2016-05-21,10.0,天然地震,26.03,103.19,ML1.4,云南,18:40:02,1.4,2016-05-21T18:40:02
722,2016-05-21,6.0,天然地震,26.23,99.34,ML0.6,云南,18:39:33,0.6,2016-05-21T18:39:33
723,2016-05-21,7.0,天然地震,24.27,98.37,ML1.5,云南,18:36:11,1.5,2016-05-21T18:36:11
724,2016-05-21,8.0,天然地震,28.45,87.55,ML3.4,西藏,18:35:36,3.4,2016-05-21T18:35:36
725,2016-05-21,5.0,天然地震,25.47,102.08,ML1.4,云南,18:32:50,1.4,2016-05-21T18:32:50
726,2016-05-21,11.0,天然地震,26.09,99.59,ML1.0,云南,18:28:48,1.0,2016-05-21T18:28:48
727,2016-05-21,6.0,天然地震,26.25,99.38,ML0.3,云南,18:20:09,0.3,2016-05-21T18:20:09
728,2016-05-21,3.0,天然地震,24.08,101.66,ML1.3,云南,18:20:05,1.3,2016-05-21T18:20:05
729,2016-05-21,17.0,天然地震,30.3,100.45,ML2.9,四川,18:18:43,2.9,2016-05-21T18:18:43
730,2016-05-21,12.0,天然地震,26.1,99.56,ML0.3,云南,18:18:06,0.3,2016-05-21T18:18:06
731,2016-05-21,3.0,天然地震,26.1,99.59,ML1.5,云南,18:15:26,1.5,2016-05-21T18:15:26
732,2016-05-21,6.0,天然地震,25.9,100.22,ML0.5,云南,18:12:26,0.5,2016-05-21T18:12:26
733,2016-05-21,3.0,天然地震,26.18,99.96,ML1.1,云南,18:03:01,1.1,2016-05-21T18:03:01
734,2016-05-21,10.0,天然地震,26.11,99.57,ML0.2,云南,18:01:30,0.2,2016-05-21T18:01:30
735,2016-05-21,13.0,天然地震,26.12,99.53,ML0.5,云南,17:50:12,0.5,2016-05-21T17:50:12
736,2016-05-21,10.0,天然地震,36.5,101.91,ML1.3,青海,17:49:25,1.3,2016-05-21T17:49:25
737,2016-05-21,6.0,天然地震,31.4,116.19,ML0.3,安徽,17:15:40,0.3,2016-05-21T17:15:40
738,2016-05-21,7.0,天然地震,23.76,114.62,ML0.3,广东,17:12:54,0.3,2016-05-21T17:12:54
739,2016-05-21,5.0,天然地震,26.11,99.58,ML1.4,云南,17:12:03,1.4,2016-05-21T17:12:03
740,2016-05-21,5.0,天然地震,26.36,101.41,ML1.5,云南,17:01:34,1.5,2016-05-21T17:01:34
741,2016-05-21,6.0,天然地震,28.32,87.59,ML2.9,西藏,16:39:57,2.9,2016-05-21T16:39:57
742,2016-05-21,1.0,天然地震,25.56,100.5,ML1.1,云南,16:36:50,1.1,2016-05-21T16:36:50
743,2016-05-21,2.0,天然地震,28.4,104.81,ML1.4,四川,16:17:53,1.4,2016-05-21T16:17:53
744,2016-05-21,3.0,天然地震,28.71,104.24,ML1.7,四川,16:17:48,1.7,2016-05-21T16:17:48
745,2016-05-21,7.0,天然地震,28.36,87.56,ML3.6,西藏,16:10:57,3.6,2016-05-21T16:10:57
746,2016-05-21,7.0,天然地震,28.34,87.6,ML4.1,西藏,15:58:59,4.1,2016-05-21T15:58:59
747,2016-05-21,11.0,天然地震,26.09,99.58,ML0.9,云南,15:46:33,0.9,2016-05-21T15:46:33
748,2016-05-21,5.0,天然地震,26.09,99.58,ML1.5,云南,15:35:11,1.5,2016-05-21T15:35:11
749,2016-05-21,5.0,天然地震,26.1,99.58,ML1.9,云南,15:31:11,1.9,2016-05-21T15:31:11
750,2016-05-21,6.0,天然地震,26.09,99.6,ML2.2,云南,15:30:48,2.2,2016-05-21T15:30:48
751,2016-05-21,6.0,天然地震,38.09,76.71,ML1.7,新疆,15:21:46,1.7,2016-05-21T15:21:46
752,2016-05-21,5.0,天然地震,26.13,99.6,ML1.0,云南,15:16:26,1.0,2016-05-21T15:16:26
753,2016-05-21,7.0,天然地震,25.62,100.39,ML1.0,云南,15:16:20,1.0,2016-05-21T15:16:20
754,2016-05-21,5.0,天然地震,40.15,74.03,ML1.6,吉尔,15:07:46,1.6,2016-05-21T15:07:46
755,2016-05-21,6.0,天然地震,26.79,100.26,ML1.3,云南,14:57:13,1.3,2016-05-21T14:57:13
756,2016-05-21,6.0,天然地震,27.92,101.43,ML1.5,四川,14:28:45,1.5,2016-05-21T14:28:45
757,2016-05-21,5.0,天然地震,33.74,105.64,ML1.1,甘肃,14:26:05,1.1,2016-05-21T14:26:05
758,2016-05-21,6.0,天然地震,33.72,105.56,ML0.9,甘肃,14:26:04,0.9,2016-05-21T14:26:04
759,2016-05-21,5.0,天然地震,31.17,103.52,ML1.6,四川,14:23:58,1.6,2016-05-21T14:23:58
760,2016-05-21,6.0,天然地震,42.05,87.92,ML1.2,新疆,14:18:00,1.2,2016-05-21T14:18:00
761,2016-05-21,6.0,天然地震,26.5,103.24,ML2.1,云南,14:10:54,2.1,2016-05-21T14:10:54
762,2016-05-21,7.0,天然地震,25.17,105.94,ML1.7,贵州,13:58:35,1.7,2016-05-21T13:58:35
763,2016-05-21,6.0,天然地震,24.21,121.74,Ms4.0,台湾,13:47:47,4.5,2016-05-21T13:47:47
764,2016-05-21,6.0,天然地震,26.11,99.58,ML1.0,云南,13:43:46,1.0,2016-05-21T13:43:46
765,2016-05-21,2.0,天然地震,31.02,103.29,ML1.7,四川,13:42:13,1.7,2016-05-21T13:42:13
766,2016-05-21,5.0,天然地震,26.1,99.59,ML0.9,云南,13:33:45,0.9,2016-05-21T13:33:45
767,2016-05-21,9.0,天然地震,25.08,113.87,ML2.2,广东,13:25:38,2.2,2016-05-21T13:25:38
768,2016-05-21,21.0,天然地震,30.98,103.33,ML3.3,四川,13:24:39,3.3,2016-05-21T13:24:39
769,2016-05-21,12.0,天然地震,26.11,99.58,ML1.9,云南,13:24:23,1.9,2016-05-21T13:24:23
770,2016-05-21,14.0,天然地震,26.09,99.57,ML1.1,云南,13:13:39,1.1,2016-05-21T13:13:39
771,2016-05-21,7.0,天然地震,26.65,100.87,ML1.2,云南,13:09:28,1.2,2016-05-21T13:09:28
772,2016-05-21,2.0,天然地震,28.15,104.88,ML2.4,四川,13:06:24,2.4,2016-05-21T13:06:24
773,2016-05-21,7.0,天然地震,46.99,89.64,ML0.9,新疆,12:56:22,0.9,2016-05-21T12:56:22
774,2016-05-21,9.0,天然地震,23.24,117.27,ML0.7,广东,12:51:58,0.7,2016-05-21T12:51:58
775,2016-05-21,5.0,天然地震,27.09,103.4,ML2.6,云南,12:39:31,2.6,2016-05-21T12:39:31
776,2016-05-21,8.0,天然地震,47.54,88.98,ML1.5,新疆,12:39:26,1.5,2016-05-21T12:39:26
777,2016-05-21,6.0,天然地震,26.1,99.59,ML0.8,云南,12:21:11,0.8,2016-05-21T12:21:11
778,2016-05-21,5.0,天然地震,24.34,98.32,ML1.6,云南,12:19:28,1.6,2016-05-21T12:19:28
779,2016-05-21,2.0,天然地震,28.42,104.72,ML0.6,四川,12:19:15,0.6,2016-05-21T12:19:15
780,2016-05-21,11.0,天然地震,25.49,102.44,ML1.6,云南,12:13:55,1.6,2016-05-21T12:13:55
781,2016-05-21,13.0,天然地震,22.05,100.7,ML1.2,云南,12:13:30,1.2,2016-05-21T12:13:30
782,2016-05-21,2.0,天然地震,28.4,104.77,ML1.0,四川,12:10:29,1.0,2016-05-21T12:10:29
783,2016-05-21,15.0,天然地震,39.87,119.23,ML1.4,河北,12:06:15,1.4,2016-05-21T12:06:15
784,2016-05-21,20.0,天然地震,39.85,119.23,ML1.6,河北,12:06:14,1.6,2016-05-21T12:06:14
785,2016-05-21,8.0,天然地震,41.8,90.56,ML1.5,新疆,11:42:07,1.5,2016-05-21T11:42:07
786,2016-05-21,2.0,天然地震,29.53,104.84,ML1.6,四川,11:30:41,1.6,2016-05-21T11:30:41
787,2016-05-21,13.0,天然地震,39.69,118.58,ML1.2,河北,11:16:15,1.2,2016-05-21T11:16:15
788,2016-05-21,5.0,天然地震,31.95,116.04,ML1.2,安徽,11:09:07,1.2,2016-05-21T11:09:07
789,2016-05-21,7.0,天然地震,26.06,99.62,ML0.7,云南,11:02:55,0.7,2016-05-21T11:02:55
790,2016-05-21,6.0,天然地震,26.24,99.35,ML0.5,云南,10:55:06,0.5,2016-05-21T10:55:06
791,2016-05-21,6.0,天然地震,26.09,99.6,ML0.3,云南,10:25:46,0.3,2016-05-21T10:25:46
792,2016-05-21,9.0,天然地震,26.1,99.58,ML1.3,云南,10:16:06,1.3,2016-05-21T10:16:06
793,2016-05-21,7.0,天然地震,26.06,99.61,ML0.7,云南,09:57:01,0.7,2016-05-21T09:57:01
794,2016-05-21,5.0,天然地震,26.11,99.57,ML1.3,云南,09:46:18,1.3,2016-05-21T09:46:18
795,2016-05-21,9.0,天然地震,23.91,114.46,ML0.7,广东,09:37:19,0.7,2016-05-21T09:37:19
796,2016-05-21,5.0,天然地震,25.06,102.59,ML1.3,云南,09:36:16,1.3,2016-05-21T09:36:16
797,2016-05-21,8.0,天然地震,26.09,99.56,ML0.3,云南,09:18:09,0.3,2016-05-21T09:18:09
798,2016-05-21,7.0,天然地震,40.43,76.79,ML1.8,新疆,09:13:40,1.8,2016-05-21T09:13:40
799,2016-05-21,8.0,天然地震,37.68,113.69,ML0.5,山西,09:09:29,0.5,2016-05-21T09:09:29
800,2016-05-21,2.0,天然地震,29.56,104.87,ML2.2,四川,08:50:17,2.2,2016-05-21T08:50:17
801,2016-05-21,13.0,天然地震,29.01,102.26,ML1.6,四川,08:40:21,1.6,2016-05-21T08:40:21
802,2016-05-21,6.0,天然地震,26.12,99.59,ML0.2,云南,08:37:01,0.2,2016-05-21T08:37:01
803,2016-05-21,6.0,天然地震,26.09,99.61,ML0.5,云南,08:33:27,0.5,2016-05-21T08:33:27
804,2016-05-21,6.0,天然地震,26.09,99.58,ML0.1,云南,08:32:22,0.1,2016-05-21T08:32:22
805,2016-05-21,6.0,天然地震,39.26,76.9,ML1.2,新疆,08:31:17,1.2,2016-05-21T08:31:17
806,2016-05-21,2.0,天然地震,28.41,104.72,ML0.6,四川,08:27:08,0.6,2016-05-21T08:27:08
807,2016-05-21,5.0,天然地震,26.12,99.57,ML0.4,云南,08:25:49,0.4,2016-05-21T08:25:49
808,2016-05-21,6.0,天然地震,37.83,102.11,ML1.0,甘肃,08:10:22,1.0,2016-05-21T08:10:22
809,2016-05-21,14.0,天然地震,38.95,113.0,ML0.8,山西,07:49:34,0.8,2016-05-21T07:49:34
810,2016-05-21,8.0,天然地震,26.11,99.59,ML0.6,云南,07:45:59,0.6,2016-05-21T07:45:59
811,2016-05-21,14.0,天然地震,26.12,99.58,ML0.2,云南,07:35:45,0.2,2016-05-21T07:35:45
812,2016-05-21,5.0,天然地震,26.1,99.58,ML0.9,云南,07:29:34,0.9,2016-05-21T07:29:34
813,2016-05-21,5.0,天然地震,23.03,103.36,ML1.8,云南,07:18:04,1.8,2016-05-21T07:18:04
814,2016-05-21,5.0,天然地震,26.09,99.58,ML0.4,云南,07:13:38,0.4,2016-05-21T07:13:38
815,2016-05-21,5.0,天然地震,36.4,111.72,ML0.8,山西,07:06:54,0.8,2016-05-21T07:06:54
816,2016-05-21,5.0,天然地震,26.08,99.59,ML1.3,云南,07:04:30,1.3,2016-05-21T07:04:30
817,2016-05-21,5.0,天然地震,26.13,99.64,ML0.3,云南,07:02:25,0.3,2016-05-21T07:02:25
818,2016-05-21,11.0,天然地震,37.67,113.68,ML1.5,山西,06:20:14,1.5,2016-05-21T06:20:14
819,2016-05-21,6.0,天然地震,37.68,113.72,ML1.5,山西,06:20:13,1.5,2016-05-21T06:20:13
820,2016-05-21,8.0,天然地震,24.7,98.43,ML0.6,云南,06:10:20,0.6,2016-05-21T06:10:20
821,2016-05-21,5.0,天然地震,26.11,99.52,ML0.0,云南,06:07:29,0.0,2016-05-21T06:07:29
822,2016-05-21,5.0,天然地震,26.09,99.59,ML0.9,云南,06:00:57,0.9,2016-05-21T06:00:57
823,2016-05-21,5.0,天然地震,26.06,99.6,ML0.9,云南,06:00:57,0.9,2016-05-21T06:00:57
824,2016-05-21,5.0,天然地震,39.93,116.22,ML0.5,河北,06:00:12,0.5,2016-05-21T06:00:12
825,2016-05-21,17.0,天然地震,34.19,105.57,ML2.4,甘肃,05:55:11,2.4,2016-05-21T05:55:11
826,2016-05-21,7.0,天然地震,31.91,95.01,ML2.5,西藏,05:52:11,2.5,2016-05-21T05:52:11
827,2016-05-21,5.0,天然地震,26.07,99.59,ML0.7,云南,05:51:00,0.7,2016-05-21T05:51:00
828,2016-05-21,6.0,天然地震,36.73,79.09,ML0.9,新疆,05:45:07,0.9,2016-05-21T05:45:07
829,2016-05-21,5.0,天然地震,26.1,99.58,ML0.6,云南,05:44:28,0.6,2016-05-21T05:44:28
830,2016-05-21,13.0,天然地震,22.18,111.97,ML0.6,广东,05:30:09,0.6,2016-05-21T05:30:09
831,2016-05-21,5.0,天然地震,24.94,99.15,ML1.8,云南,05:29:58,1.8,2016-05-21T05:29:58
832,2016-05-21,5.0,天然地震,26.12,99.58,ML0.9,云南,05:23:49,0.9,2016-05-21T05:23:49
833,2016-05-21,5.0,天然地震,26.12,99.57,ML0.5,云南,05:17:31,0.5,2016-05-21T05:17:31
834,2016-05-21,10.0,天然地震,26.1,99.58,ML0.5,云南,05:04:53,0.5,2016-05-21T05:04:53
835,2016-05-21,5.0,天然地震,26.09,99.56,ML0.1,云南,05:04:11,0.1,2016-05-21T05:04:11
836,2016-05-21,5.0,天然地震,26.11,99.61,ML0.6,云南,04:51:43,0.6,2016-05-21T04:51:43
837,2016-05-21,5.0,天然地震,26.15,99.56,ML0.3,云南,04:42:17,0.3,2016-05-21T04:42:17
838,2016-05-21,5.0,天然地震,26.12,99.55,ML2.2,云南,04:41:11,2.2,2016-05-21T04:41:11
839,2016-05-21,9.0,天然地震,26.14,99.54,ML0.2,云南,04:32:19,0.2,2016-05-21T04:32:19
840,2016-05-21,5.0,天然地震,26.1,99.62,ML1.2,云南,04:22:44,1.2,2016-05-21T04:22:44
841,2016-05-21,5.0,天然地震,26.11,99.58,ML1.4,云南,04:21:06,1.4,2016-05-21T04:21:06
842,2016-05-21,4.0,天然地震,26.14,99.53,ML0.3,云南,04:20:46,0.3,2016-05-21T04:20:46
843,2016-05-21,4.0,天然地震,26.12,99.56,ML0.2,云南,04:19:59,0.2,2016-05-21T04:19:59
844,2016-05-21,5.0,天然地震,26.14,99.56,ML0.4,云南,04:18:01,0.4,2016-05-21T04:18:01
845,2016-05-21,5.0,天然地震,26.1,99.57,ML0.6,云南,04:14:28,0.6,2016-05-21T04:14:28
846,2016-05-21,5.0,天然地震,26.14,99.53,ML0.8,云南,04:13:38,0.8,2016-05-21T04:13:38
847,2016-05-21,19.0,天然地震,26.16,100.54,ML1.2,云南,04:05:59,1.2,2016-05-21T04:05:59
848,2016-05-21,5.0,天然地震,27.84,99.69,ML1.2,云南,04:04:37,1.2,2016-05-21T04:04:37
849,2016-05-21,5.0,天然地震,26.14,99.53,ML1.0,云南,04:03:45,1.0,2016-05-21T04:03:45
850,2016-05-21,9.0,天然地震,25.68,118.05,ML1.3,福建,04:03:13,1.3,2016-05-21T04:03:13
851,2016-05-21,5.0,天然地震,26.14,99.54,ML1.9,云南,04:01:56,1.9,2016-05-21T04:01:56
852,2016-05-21,5.0,天然地震,26.14,99.54,ML1.0,云南,03:50:45,1.0,2016-05-21T03:50:45
853,2016-05-21,13.0,天然地震,26.09,99.58,ML0.4,云南,03:44:36,0.4,2016-05-21T03:44:36
854,2016-05-21,9.0,天然地震,26.11,99.59,ML0.3,云南,03:33:17,0.3,2016-05-21T03:33:17
855,2016-05-21,5.0,天然地震,26.12,99.59,ML0.9,云南,03:31:48,0.9,2016-05-21T03:31:48
856,2016-05-21,5.0,天然地震,26.12,99.58,ML0.2,云南,03:26:38,0.2,2016-05-21T03:26:38
857,2016-05-21,5.0,天然地震,37.64,77.96,ML2.5,新疆,03:26:22,2.5,2016-05-21T03:26:22
858,2016-05-21,6.0,天然地震,31.95,95.0,ML2.2,西藏,03:22:53,2.2,2016-05-21T03:22:53
859,2016-05-21,7.0,天然地震,26.15,99.53,ML0.2,云南,03:10:09,0.2,2016-05-21T03:10:09
860,2016-05-21,5.0,天然地震,26.15,99.52,ML0.1,云南,03:08:56,0.1,2016-05-21T03:08:56
861,2016-05-21,9.0,天然地震,26.15,99.54,ML1.0,云南,03:03:34,1.0,2016-05-21T03:03:34
