,j,u,v,temp,sal,y,mn,d,h,mi
1993-09-23 23:00:00,631.9584,-14.9,-2.3,29.2,33.7,1993,9,23,23,0
1993-09-24 00:00:00,632.0,-15.9,-0.6,29.2,33.4,1993,9,24,0,0
1993-09-24 01:00:00,632.0416,-15.9,0.6,29.3,33.2,1993,9,24,1,0
1993-09-24 02:00:00,632.0834,-12.2,1.4,29.3,33.4,1993,9,24,2,0
1993-09-24 03:00:00,632.125,-7.7,2.1,29.4,33.7,1993,9,24,3,0
1993-09-24 04:00:00,632.1666,-6.2,3.2,29.5,34.0,1993,9,24,4,0
1993-09-24 05:00:00,632.2084,-6.2,4.2,29.5,34.3,1993,9,24,5,0
1993-09-24 06:00:00,632.25,-4.8,4.1,29.5,34.4,1993,9,24,6,0
1993-09-24 07:00:00,632.2916,-1.6,2.4,29.5,34.5,1993,9,24,7,0
1993-09-24 08:00:00,632.3334,0.0,0.6,29.5,34.8,1993,9,24,8,0
1993-09-24 09:00:00,632.375,-1.3,0.3,29.5,35.0,1993,9,24,9,0
1993-09-24 10:00:00,632.4166,-2.7,0.8,29.5,35.1,1993,9,24,10,0
1993-09-24 11:00:00,632.4584,-2.6,0.7,29.5,35.0,1993,9,24,11,0
1993-09-24 12:00:00,632.5,-3.1,0.7,29.5,34.7,1993,9,24,12,0
1993-09-24 13:00:00,632.5416,-3.8,1.0,29.5,34.7,1993,9,24,13,0
1993-09-24 14:00:00,632.5834,-3.1,1.4,29.5,35.3,1993,9,24,14,0
1993-09-24 15:00:00,632.625,-2.5,1.2,29.5,35.5,1993,9,24,15,0
1993-09-24 16:00:00,632.6666,-3.2,0.6,29.5,35.0,1993,9,24,16,0
1993-09-24 17:00:00,632.7084,-3.6,0.6,29.5,34.5,1993,9,24,17,0
1993-09-24 18:00:00,632.75,-2.9,0.7,29.4,34.4,1993,9,24,18,0
1993-09-24 19:00:00,632.7916,-2.1,0.2,29.4,34.8,1993,9,24,19,0
1993-09-24 20:00:00,632.8334,-3.1,-1.4,29.4,34.8,1993,9,24,20,0
1993-09-24 21:00:00,632.875,-7.4,-4.5,29.4,34.0,1993,9,24,21,0
1993-09-24 22:00:00,632.9166,-12.4,-6.3,29.5,33.2,1993,9,24,22,0
1993-09-24 23:00:00,632.9584,-14.8,-5.0,29.5,32.8,1993,9,24,23,0
1993-09-25 00:00:00,633.0,-15.0,-2.6,29.5,32.6,1993,9,25,0,0
1993-09-25 01:00:00,633.0416,-13.7,-0.7,29.5,32.4,1993,9,25,1,0
1993-09-25 02:00:00,633.0834,-11.3,1.7,29.4,32.5,1993,9,25,2,0
1993-09-25 03:00:00,633.125,-7.7,2.8,29.3,33.0,1993,9,25,3,0
1993-09-25 04:00:00,633.1666,-3.3,1.4,29.3,33.6,1993,9,25,4,0
1993-09-25 05:00:00,633.2084,-0.3,0.1,29.3,33.6,1993,9,25,5,0
1993-09-25 06:00:00,633.25,0.1,0.1,29.3,33.5,1993,9,25,6,0
1993-09-25 07:00:00,633.2916,-0.2,0.2,29.4,33.6,1993,9,25,7,0
1993-09-25 08:00:00,633.3334,0.2,-0.2,29.3,33.6,1993,9,25,8,0
1993-09-25 09:00:00,633.375,1.2,-1.5,29.3,33.6,1993,9,25,9,0
1993-09-25 10:00:00,633.4166,1.5,-2.5,29.3,33.6,1993,9,25,10,0
1993-09-25 11:00:00,633.4584,1.0,-2.6,29.3,33.5,1993,9,25,11,0
1993-09-25 12:00:00,633.5,0.8,-2.1,29.3,33.4,1993,9,25,12,0
1993-09-25 13:00:00,633.5416,0.5,-1.2,29.3,33.7,1993,9,25,13,0
1993-09-25 14:00:00,633.5834,0.0,-0.1,29.3,34.3,1993,9,25,14,0
1993-09-25 15:00:00,633.625,0.3,0.2,29.4,34.8,1993,9,25,15,0
