,j,u,v,temp,sal,y,mn,d,h,mi
1993-09-11 07:00:00,619.2917,-11.0,-1.2,28.6,33.7,1993,9,11,7,0
1993-09-11 08:00:00,619.3333,-9.5,-1.0,29.1,33.3,1993,9,11,8,0
1993-09-11 09:00:00,619.375,-8.1,-2.0,28.7,33.7,1993,9,11,9,0
1993-09-11 10:00:00,619.4167,-9.4,-3.1,27.8,34.6,1993,9,11,10,0
1993-09-11 11:00:00,619.4583,-9.8,-2.1,27.2,34.9,1993,9,11,11,0
1993-09-11 12:00:00,619.5,-8.2,-0.8,27.1,34.9,1993,9,11,12,0
1993-09-11 13:00:00,619.5417,-8.1,-0.8,27.4,34.8,1993,9,11,13,0
1993-09-11 14:00:00,619.5833,-8.3,0.0,27.9,34.3,1993,9,11,14,0
1993-09-11 15:00:00,619.625,-5.8,0.2,28.2,34.1,1993,9,11,15,0
1993-09-11 16:00:00,619.6667,-2.8,-3.1,28.2,34.3,1993,9,11,16,0
1993-09-11 17:00:00,619.7083,-2.0,-6.7,28.5,34.2,1993,9,11,17,0
1993-09-11 18:00:00,619.75,-2.2,-8.6,28.9,33.9,1993,9,11,18,0
1993-09-11 19:00:00,619.7917,-3.3,-10.5,29.1,33.8,1993,9,11,19,0
1993-09-11 20:00:00,619.8333,-5.8,-12.2,29.0,33.5,1993,9,11,20,0
1993-09-11 21:00:00,619.875,-7.7,-12.9,29.2,33.2,1993,9,11,21,0
1993-09-11 22:00:00,619.9167,-8.4,-12.4,29.2,33.4,1993,9,11,22,0
1993-09-11 23:00:00,619.9583,-10.9,-11.6,28.7,33.9,1993,9,11,23,0
1993-09-12 00:00:00,620.0,-15.0,-10.8,28.6,33.8,1993,9,12,0,0
1993-09-12 01:00:00,620.0417,-17.4,-9.2,29.3,33.6,1993,9,12,1,0
1993-09-12 02:00:00,620.0833,-17.5,-6.9,29.6,33.7,1993,9,12,2,0
1993-09-12 03:00:00,620.125,-17.9,-3.5,28.9,34.0,1993,9,12,3,0
1993-09-12 04:00:00,620.1667,-17.6,1.4,28.0,34.1,1993,9,12,4,0
1993-09-12 05:00:00,620.2083,-15.0,5.9,27.8,34.1,1993,9,12,5,0
1993-09-12 06:00:00,620.25,-13.3,6.8,27.8,34.2,1993,9,12,6,0
1993-09-12 07:00:00,620.2917,-12.4,4.6,27.6,34.5,1993,9,12,7,0
1993-09-12 08:00:00,620.3333,-10.4,3.0,27.3,34.5,1993,9,12,8,0
1993-09-12 09:00:00,620.375,-9.3,3.5,27.3,34.5,1993,9,12,9,0
1993-09-12 10:00:00,620.4167,-7.2,4.3,27.4,34.6,1993,9,12,10,0
1993-09-12 11:00:00,620.4583,-2.1,3.5,27.7,34.5,1993,9,12,11,0
1993-09-12 12:00:00,620.5,0.0,1.9,28.1,34.3,1993,9,12,12,0
1993-09-12 13:00:00,620.5417,-0.8,1.0,28.3,34.4,1993,9,12,13,0
1993-09-12 14:00:00,620.5833,-0.2,-0.2,27.8,34.6,1993,9,12,14,0
1993-09-12 15:00:00,620.625,-0.9,-1.4,27.4,34.8,1993,9,12,15,0
1993-09-12 16:00:00,620.6667,-2.8,-2.2,27.2,35.1,1993,9,12,16,0
1993-09-12 17:00:00,620.7083,-2.7,-4.2,27.3,35.2,1993,9,12,17,0
1993-09-12 18:00:00,620.75,-3.0,-7.3,27.7,34.8,1993,9,12,18,0
1993-09-12 19:00:00,620.7917,-5.0,-10.4,28.5,34.2,1993,9,12,19,0
1993-09-12 20:00:00,620.8333,-7.7,-11.5,29.2,33.9,1993,9,12,20,0
1993-09-12 21:00:00,620.875,-10.3,-9.2,29.6,33.7,1993,9,12,21,0
1993-09-12 22:00:00,620.9167,-11.6,-4.9,29.7,33.6,1993,9,12,22,0
1993-09-12 23:00:00,620.9583,-13.6,-2.3,29.5,33.7,1993,9,12,23,0
1993-09-13 00:00:00,621.0,-17.7,-0.9,29.3,33.7,1993,9,13,0,0
1993-09-13 01:00:00,621.0416,-20.5,2.1,28.9,34.0,1993,9,13,1,0
1993-09-13 02:00:00,621.0834,-21.0,4.0,28.8,34.1,1993,9,13,2,0
1993-09-13 03:00:00,621.125,-21.6,1.8,28.9,34.0,1993,9,13,3,0
1993-09-13 04:00:00,621.1666,-21.8,-0.4,28.8,34.0,1993,9,13,4,0
1993-09-13 05:00:00,621.2084,-20.7,0.4,28.7,34.0,1993,9,13,5,0
1993-09-13 06:00:00,621.25,-19.6,1.6,28.8,34.1,1993,9,13,6,0
1993-09-13 07:00:00,621.2916,-19.5,2.4,28.6,34.2,1993,9,13,7,0
1993-09-13 08:00:00,621.3334,-19.3,3.7,28.3,34.2,1993,9,13,8,0
1993-09-13 09:00:00,621.375,-17.6,3.6,28.4,34.1,1993,9,13,9,0
1993-09-13 10:00:00,621.4166,-15.8,2.7,29.0,33.7,1993,9,13,10,0
1993-09-13 11:00:00,621.4584,-16.3,3.8,29.3,33.4,1993,9,13,11,0
1993-09-13 12:00:00,621.5,-18.3,5.6,29.2,33.7,1993,9,13,12,0
1993-09-13 13:00:00,621.5416,-19.4,5.3,29.1,34.4,1993,9,13,13,0
1993-09-13 14:00:00,621.5834,-18.7,4.4,29.2,34.9,1993,9,13,14,0
1993-09-13 15:00:00,621.625,-16.2,4.0,29.5,34.9,1993,9,13,15,0
1993-09-13 16:00:00,621.6666,-13.4,2.6,29.8,34.6,1993,9,13,16,0
1993-09-13 17:00:00,621.7084,-11.9,0.6,30.0,34.4,1993,9,13,17,0
1993-09-13 18:00:00,621.75,-11.2,0.4,30.0,34.6,1993,9,13,18,0
1993-09-13 19:00:00,621.7916,-10.2,1.5,30.0,34.7,1993,9,13,19,0
1993-09-13 20:00:00,621.8334,-8.9,1.3,30.0,34.5,1993,9,13,20,0
1993-09-13 21:00:00,621.875,-9.2,-0.5,30.0,34.1,1993,9,13,21,0
1993-09-13 22:00:00,621.9166,-10.5,0.1,30.0,34.0,1993,9,13,22,0
1993-09-13 23:00:00,621.9584,-10.6,1.7,30.0,34.0,1993,9,13,23,0
1993-09-14 00:00:00,622.0,-11.1,0.5,29.9,34.1,1993,9,14,0,0
1993-09-14 01:00:00,622.0416,-14.4,-1.8,29.9,33.8,1993,9,14,1,0
1993-09-14 02:00:00,622.0834,-17.5,-2.9,29.9,33.6,1993,9,14,2,0
1993-09-14 03:00:00,622.125,-17.2,-3.4,29.9,33.8,1993,9,14,3,0
1993-09-14 04:00:00,622.1666,-15.1,-3.7,29.9,33.9,1993,9,14,4,0
1993-09-14 05:00:00,622.2084,-13.3,-3.5,30.0,34.0,1993,9,14,5,0
1993-09-14 06:00:00,622.25,-12.2,-3.9,30.1,34.2,1993,9,14,6,0
1993-09-14 07:00:00,622.2916,-11.5,-5.3,30.2,34.0,1993,9,14,7,0
1993-09-14 08:00:00,622.3334,-12.1,-5.7,30.2,33.7,1993,9,14,8,0
1993-09-14 09:00:00,622.375,-13.8,-5.3,30.2,34.0,1993,9,14,9,0
1993-09-14 10:00:00,622.4166,-14.6,-4.8,30.1,34.6,1993,9,14,10,0
1993-09-14 11:00:00,622.4584,-14.7,-3.4,30.1,34.8,1993,9,14,11,0
1993-09-14 12:00:00,622.5,-15.6,-2.8,30.1,34.8,1993,9,14,12,0
1993-09-14 13:00:00,622.5416,-17.4,-4.0,30.1,34.7,1993,9,14,13,0
1993-09-14 14:00:00,622.5834,-19.8,-4.7,30.0,34.6,1993,9,14,14,0
1993-09-14 15:00:00,622.625,-22.5,-4.5,30.0,34.5,1993,9,14,15,0
1993-09-14 16:00:00,622.6666,-24.4,-4.2,30.0,34.5,1993,9,14,16,0
1993-09-14 17:00:00,622.7084,-24.0,-4.5,30.0,34.4,1993,9,14,17,0
1993-09-14 18:00:00,622.75,-22.1,-7.2,30.0,34.5,1993,9,14,18,0
1993-09-14 19:00:00,622.7916,-22.5,-9.9,30.1,34.6,1993,9,14,19,0
1993-09-14 20:00:00,622.8334,-25.2,-9.3,30.1,34.5,1993,9,14,20,0
1993-09-14 21:00:00,622.875,-26.7,-6.9,30.1,34.6,1993,9,14,21,0
1993-09-14 22:00:00,622.9166,-26.3,-3.7,30.1,34.7,1993,9,14,22,0
1993-09-14 23:00:00,622.9584,-25.7,0.4,30.0,34.3,1993,9,14,23,0
1993-09-15 00:00:00,623.0,-25.2,4.1,30.0,33.8,1993,9,15,0,0
1993-09-15 01:00:00,623.0416,-24.3,7.8,30.0,33.8,1993,9,15,1,0
1993-09-15 02:00:00,623.0834,-22.8,9.7,30.0,34.1,1993,9,15,2,0
1993-09-15 03:00:00,623.125,-21.5,7.7,30.2,34.2,1993,9,15,3,0
1993-09-15 04:00:00,623.1666,-19.6,5.2,30.2,34.4,1993,9,15,4,0
1993-09-15 05:00:00,623.2084,-16.6,3.5,30.3,34.8,1993,9,15,5,0
1993-09-15 06:00:00,623.25,-13.4,0.2,30.3,34.8,1993,9,15,6,0
1993-09-15 07:00:00,623.2916,-9.6,-4.6,30.3,34.7,1993,9,15,7,0
1993-09-15 08:00:00,623.3334,-6.0,-8.6,30.3,34.7,1993,9,15,8,0
1993-09-15 09:00:00,623.375,-5.4,-10.8,30.3,34.6,1993,9,15,9,0
1993-09-15 10:00:00,623.4166,-6.9,-11.7,30.3,34.4,1993,9,15,10,0
1993-09-15 11:00:00,623.4584,-8.1,-13.1,30.4,34.3,1993,9,15,11,0
1993-09-15 12:00:00,623.5,-9.6,-14.3,30.3,34.2,1993,9,15,12,0
1993-09-15 13:00:00,623.5416,-12.5,-12.7,30.2,34.3,1993,9,15,13,0
1993-09-15 14:00:00,623.5834,-15.9,-10.6,30.1,34.4,1993,9,15,14,0
1993-09-15 15:00:00,623.625,-18.8,-11.6,30.2,34.3,1993,9,15,15,0
1993-09-15 16:00:00,623.6666,-21.8,-12.4,30.2,34.3,1993,9,15,16,0
1993-09-15 17:00:00,623.7084,-25.3,-8.9,30.1,34.4,1993,9,15,17,0
1993-09-15 18:00:00,623.75,-26.1,-3.9,30.2,34.6,1993,9,15,18,0
1993-09-15 19:00:00,623.7916,-21.1,-0.7,30.3,34.9,1993,9,15,19,0
1993-09-15 20:00:00,623.8334,-14.6,1.0,30.3,35.0,1993,9,15,20,0
1993-09-15 21:00:00,623.875,-12.0,3.5,30.2,35.0,1993,9,15,21,0
1993-09-15 22:00:00,623.9166,-10.2,5.2,30.3,35.0,1993,9,15,22,0
1993-09-15 23:00:00,623.9584,-6.1,3.2,30.3,35.0,1993,9,15,23,0
1993-09-16 00:00:00,624.0,-3.0,1.9,30.2,34.8,1993,9,16,0,0
1993-09-16 01:00:00,624.0416,-1.0,3.8,30.2,34.5,1993,9,16,1,0
1993-09-16 02:00:00,624.0834,2.4,3.1,30.2,34.3,1993,9,16,2,0
1993-09-16 03:00:00,624.125,4.2,-2.6,30.2,34.2,1993,9,16,3,0
1993-09-16 04:00:00,624.1666,3.8,-8.3,30.2,34.3,1993,9,16,4,0
1993-09-16 05:00:00,624.2084,3.0,-10.7,30.3,34.2,1993,9,16,5,0
1993-09-16 06:00:00,624.25,0.6,-11.4,30.2,34.3,1993,9,16,6,0
1993-09-16 07:00:00,624.2916,-1.5,-12.9,30.2,34.2,1993,9,16,7,0
1993-09-16 08:00:00,624.3334,-1.2,-15.2,30.3,33.9,1993,9,16,8,0
1993-09-16 09:00:00,624.375,-1.9,-15.9,30.3,33.9,1993,9,16,9,0
1993-09-16 10:00:00,624.4166,-4.3,-14.5,30.2,34.1,1993,9,16,10,0
1993-09-16 11:00:00,624.4584,-6.1,-12.6,30.2,34.1,1993,9,16,11,0
1993-09-16 12:00:00,624.5,-8.4,-10.8,30.3,34.3,1993,9,16,12,0
1993-09-16 13:00:00,624.5416,-11.8,-9.7,30.3,34.6,1993,9,16,13,0
1993-09-16 14:00:00,624.5834,-14.1,-10.6,30.2,34.9,1993,9,16,14,0
1993-09-16 15:00:00,624.625,-14.8,-11.9,30.2,35.0,1993,9,16,15,0
1993-09-16 16:00:00,624.6666,-17.0,-10.3,30.1,34.9,1993,9,16,16,0
1993-09-16 17:00:00,624.7084,-20.1,-5.2,30.2,34.7,1993,9,16,17,0
1993-09-16 18:00:00,624.75,-19.4,0.8,30.2,34.7,1993,9,16,18,0
1993-09-16 19:00:00,624.7916,-16.4,5.8,30.1,35.0,1993,9,16,19,0
1993-09-16 20:00:00,624.8334,-13.9,9.8,30.0,35.4,1993,9,16,20,0
1993-09-16 21:00:00,624.875,-9.6,11.5,29.9,35.5,1993,9,16,21,0
1993-09-16 22:00:00,624.9166,-4.1,10.4,29.8,35.1,1993,9,16,22,0
1993-09-16 23:00:00,624.9584,-0.2,11.3,29.5,34.4,1993,9,16,23,0
1993-09-17 00:00:00,625.0,3.0,14.5,29.5,34.1,1993,9,17,0,0
1993-09-17 01:00:00,625.0416,6.9,13.4,29.5,33.9,1993,9,17,1,0
1993-09-17 02:00:00,625.0834,9.0,9.5,29.6,33.8,1993,9,17,2,0
1993-09-17 03:00:00,625.125,7.9,8.9,29.2,33.9,1993,9,17,3,0
1993-09-17 04:00:00,625.1666,7.8,7.7,29.0,34.4,1993,9,17,4,0
1993-09-17 05:00:00,625.2084,10.1,-0.3,29.3,34.6,1993,9,17,5,0
1993-09-17 06:00:00,625.25,8.9,-10.7,29.8,34.0,1993,9,17,6,0
1993-09-17 07:00:00,625.2916,4.4,-15.5,30.0,33.3,1993,9,17,7,0
1993-09-17 08:00:00,625.3334,3.4,-15.7,30.0,33.5,1993,9,17,8,0
1993-09-17 09:00:00,625.375,5.2,-16.5,30.2,34.3,1993,9,17,9,0
1993-09-17 10:00:00,625.4166,4.2,-18.0,30.3,34.7,1993,9,17,10,0
1993-09-17 11:00:00,625.4584,-0.4,-19.2,30.3,34.7,1993,9,17,11,0
1993-09-17 12:00:00,625.5,-6.6,-19.2,30.3,34.9,1993,9,17,12,0
1993-09-17 13:00:00,625.5416,-12.9,-17.5,30.3,35.1,1993,9,17,13,0
1993-09-17 14:00:00,625.5834,-16.6,-14.5,30.3,35.3,1993,9,17,14,0
1993-09-17 15:00:00,625.625,-17.1,-11.5,30.3,35.2,1993,9,17,15,0
1993-09-17 16:00:00,625.6666,-17.5,-9.2,30.2,35.1,1993,9,17,16,0
1993-09-17 17:00:00,625.7084,-18.6,-7.0,30.2,34.8,1993,9,17,17,0
1993-09-17 18:00:00,625.75,-18.4,-4.0,30.2,34.8,1993,9,17,18,0
1993-09-17 19:00:00,625.7916,-17.2,-1.3,30.1,34.6,1993,9,17,19,0
1993-09-17 20:00:00,625.8334,-14.4,3.2,29.8,33.7,1993,9,17,20,0
1993-09-17 21:00:00,625.875,-6.1,9.1,29.6,33.4,1993,9,17,21,0
1993-09-17 22:00:00,625.9166,5.6,12.0,29.5,34.5,1993,9,17,22,0
1993-09-17 23:00:00,625.9584,13.6,13.1,29.4,35.2,1993,9,17,23,0
1993-09-18 00:00:00,626.0,17.4,12.9,29.4,34.6,1993,9,18,0,0
1993-09-18 01:00:00,626.0416,19.1,8.2,29.7,34.3,1993,9,18,1,0
1993-09-18 02:00:00,626.0834,18.4,2.0,30.0,34.3,1993,9,18,2,0
1993-09-18 03:00:00,626.125,16.0,-2.6,30.0,33.7,1993,9,18,3,0
1993-09-18 04:00:00,626.1666,11.8,-6.5,30.0,33.0,1993,9,18,4,0
1993-09-18 05:00:00,626.2084,7.0,-10.3,30.0,32.9,1993,9,18,5,0
1993-09-18 06:00:00,626.25,7.1,-15.1,30.1,33.2,1993,9,18,6,0
1993-09-18 07:00:00,626.2916,12.9,-20.7,30.1,33.8,1993,9,18,7,0
1993-09-18 08:00:00,626.3334,17.0,-24.1,30.0,34.4,1993,9,18,8,0
1993-09-18 09:00:00,626.375,15.9,-26.2,30.1,34.4,1993,9,18,9,0
1993-09-18 10:00:00,626.4166,12.1,-28.9,30.2,34.1,1993,9,18,10,0
1993-09-18 11:00:00,626.4584,5.7,-26.7,30.1,33.8,1993,9,18,11,0
1993-09-18 12:00:00,626.5,-1.8,-18.0,30.0,33.6,1993,9,18,12,0
1993-09-18 13:00:00,626.5416,-6.4,-11.2,30.0,33.8,1993,9,18,13,0
1993-09-18 14:00:00,626.5834,-9.2,-7.6,29.9,34.2,1993,9,18,14,0
1993-09-18 15:00:00,626.625,-11.3,-1.8,29.9,34.2,1993,9,18,15,0
1993-09-18 16:00:00,626.6666,-12.1,3.6,30.0,34.3,1993,9,18,16,0
1993-09-18 17:00:00,626.7084,-11.9,5.6,30.0,34.7,1993,9,18,17,0
1993-09-18 18:00:00,626.75,-9.2,6.4,30.0,34.8,1993,9,18,18,0
1993-09-18 19:00:00,626.7916,-4.4,6.8,30.0,34.7,1993,9,18,19,0
1993-09-18 20:00:00,626.8334,-1.1,7.0,30.0,34.6,1993,9,18,20,0
1993-09-18 21:00:00,626.875,1.8,7.6,30.0,34.7,1993,9,18,21,0
1993-09-18 22:00:00,626.9166,5.2,7.7,30.0,34.8,1993,9,18,22,0
1993-09-18 23:00:00,626.9584,6.5,6.3,30.0,34.7,1993,9,18,23,0
1993-09-19 00:00:00,627.0,7.1,4.3,30.0,34.6,1993,9,19,0,0
1993-09-19 01:00:00,627.0416,9.4,2.5,30.0,34.5,1993,9,19,1,0
1993-09-19 02:00:00,627.0834,11.6,0.4,30.0,34.3,1993,9,19,2,0
1993-09-19 03:00:00,627.125,11.4,-1.6,30.0,34.1,1993,9,19,3,0
1993-09-19 04:00:00,627.1666,9.5,-3.0,30.0,33.9,1993,9,19,4,0
1993-09-19 05:00:00,627.2084,8.1,-3.0,30.0,33.9,1993,9,19,5,0
1993-09-19 06:00:00,627.25,7.8,-3.7,30.0,33.8,1993,9,19,6,0
1993-09-19 07:00:00,627.2916,7.2,-9.4,30.0,33.9,1993,9,19,7,0
1993-09-19 08:00:00,627.3334,4.9,-17.6,30.0,34.1,1993,9,19,8,0
1993-09-19 09:00:00,627.375,0.9,-19.3,30.0,34.2,1993,9,19,9,0
1993-09-19 10:00:00,627.4166,-2.6,-12.9,29.9,33.8,1993,9,19,10,0
1993-09-19 11:00:00,627.4584,-4.1,-6.2,29.9,33.4,1993,9,19,11,0
1993-09-19 12:00:00,627.5,-5.0,-3.5,29.8,33.8,1993,9,19,12,0
1993-09-19 13:00:00,627.5416,-8.1,-4.0,29.8,34.5,1993,9,19,13,0
1993-09-19 14:00:00,627.5834,-13.0,-4.7,29.8,34.7,1993,9,19,14,0
1993-09-19 15:00:00,627.625,-16.6,-2.3,29.8,34.6,1993,9,19,15,0
1993-09-19 16:00:00,627.6666,-16.1,2.5,29.8,34.6,1993,9,19,16,0
1993-09-19 17:00:00,627.7084,-11.6,6.0,29.8,34.4,1993,9,19,17,0
1993-09-19 18:00:00,627.75,-6.6,6.3,29.7,34.2,1993,9,19,18,0
1993-09-19 19:00:00,627.7916,-4.3,5.0,29.6,34.1,1993,9,19,19,0
1993-09-19 20:00:00,627.8334,-2.9,4.4,29.6,34.1,1993,9,19,20,0
1993-09-19 21:00:00,627.875,-1.0,5.5,29.6,34.3,1993,9,19,21,0
1993-09-19 22:00:00,627.9166,0.2,6.7,29.6,34.5,1993,9,19,22,0
1993-09-19 23:00:00,627.9584,1.5,6.4,29.6,34.2,1993,9,19,23,0
1993-09-20 00:00:00,628.0,3.8,4.9,29.7,34.0,1993,9,20,0,0
1993-09-20 01:00:00,628.0416,6.1,3.3,29.7,34.2,1993,9,20,1,0
1993-09-20 02:00:00,628.0834,7.6,1.2,29.7,34.3,1993,9,20,2,0
1993-09-20 03:00:00,628.125,8.5,-1.0,29.7,34.2,1993,9,20,3,0
1993-09-20 04:00:00,628.1666,8.8,-3.7,29.6,34.3,1993,9,20,4,0
1993-09-20 05:00:00,628.2084,7.0,-6.5,29.6,34.3,1993,9,20,5,0
1993-09-20 06:00:00,628.25,3.5,-7.4,29.6,34.2,1993,9,20,6,0
1993-09-20 07:00:00,628.2916,1.1,-6.5,29.6,34.3,1993,9,20,7,0
1993-09-20 08:00:00,628.3334,0.9,-4.9,29.5,34.3,1993,9,20,8,0
1993-09-20 09:00:00,628.375,1.3,-2.3,29.5,34.1,1993,9,20,9,0
1993-09-20 10:00:00,628.4166,2.6,-1.0,29.4,33.9,1993,9,20,10,0
1993-09-20 11:00:00,628.4584,3.5,-3.9,29.3,33.8,1993,9,20,11,0
1993-09-20 12:00:00,628.5,-0.8,-8.3,29.3,33.9,1993,9,20,12,0
1993-09-20 13:00:00,628.5416,-8.4,-9.9,29.1,34.3,1993,9,20,13,0
1993-09-20 14:00:00,628.5834,-12.4,-6.5,29.1,34.5,1993,9,20,14,0
1993-09-20 15:00:00,628.625,-12.0,-1.0,29.3,34.6,1993,9,20,15,0
1993-09-20 16:00:00,628.6666,-10.7,0.8,29.4,34.4,1993,9,20,16,0
1993-09-20 17:00:00,628.7084,-10.2,-0.1,29.3,34.0,1993,9,20,17,0
1993-09-20 18:00:00,628.75,-10.6,0.9,29.4,34.0,1993,9,20,18,0
1993-09-20 19:00:00,628.7916,-10.6,1.7,29.4,34.1,1993,9,20,19,0
1993-09-20 20:00:00,628.8334,-10.3,1.8,29.4,34.1,1993,9,20,20,0
1993-09-20 21:00:00,628.875,-10.5,4.5,29.4,34.0,1993,9,20,21,0
1993-09-20 22:00:00,628.9166,-10.1,7.8,29.4,34.1,1993,9,20,22,0
1993-09-20 23:00:00,628.9584,-10.0,8.2,29.4,34.0,1993,9,20,23,0
1993-09-21 00:00:00,629.0,-11.1,7.0,29.4,33.7,1993,9,21,0,0
1993-09-21 01:00:00,629.0416,-10.0,5.9,29.4,33.6,1993,9,21,1,0
1993-09-21 02:00:00,629.0834,-6.6,5.1,29.4,33.7,1993,9,21,2,0
1993-09-21 03:00:00,629.125,-5.2,6.1,29.4,33.9,1993,9,21,3,0
1993-09-21 04:00:00,629.1666,-5.5,6.8,29.4,34.1,1993,9,21,4,0
1993-09-21 05:00:00,629.2084,-4.0,4.4,29.4,34.2,1993,9,21,5,0
1993-09-21 06:00:00,629.25,-1.9,2.1,29.4,34.0,1993,9,21,6,0
1993-09-21 07:00:00,629.2916,-1.0,2.2,29.4,33.9,1993,9,21,7,0
1993-09-21 08:00:00,629.3334,-1.0,2.2,29.4,34.3,1993,9,21,8,0
1993-09-21 09:00:00,629.375,-0.4,1.1,29.4,34.6,1993,9,21,9,0
1993-09-21 10:00:00,629.4166,0.8,0.1,29.4,34.4,1993,9,21,10,0
1993-09-21 11:00:00,629.4584,1.6,-0.7,29.4,34.0,1993,9,21,11,0
1993-09-21 12:00:00,629.5,1.6,-2.1,29.4,34.0,1993,9,21,12,0
1993-09-21 13:00:00,629.5416,-0.4,-2.6,29.4,34.7,1993,9,21,13,0
1993-09-21 14:00:00,629.5834,-4.5,-1.6,29.4,35.3,1993,9,21,14,0
1993-09-21 15:00:00,629.625,-6.6,-1.3,29.4,35.2,1993,9,21,15,0
1993-09-21 16:00:00,629.6666,-6.1,-1.5,29.4,34.6,1993,9,21,16,0
1993-09-21 17:00:00,629.7084,-5.3,-0.4,29.4,34.4,1993,9,21,17,0
1993-09-21 18:00:00,629.75,-4.8,0.5,29.4,34.6,1993,9,21,18,0
1993-09-21 19:00:00,629.7916,-5.0,0.2,29.4,34.8,1993,9,21,19,0
1993-09-21 20:00:00,629.8334,-6.2,0.1,29.4,34.9,1993,9,21,20,0
1993-09-21 21:00:00,629.875,-8.3,0.6,29.4,35.1,1993,9,21,21,0
1993-09-21 22:00:00,629.9166,-10.9,1.0,29.4,35.0,1993,9,21,22,0
1993-09-21 23:00:00,629.9584,-13.2,0.8,29.4,34.6,1993,9,21,23,0
1993-09-22 00:00:00,630.0,-16.5,2.0,29.4,34.1,1993,9,22,0,0
1993-09-22 01:00:00,630.0416,-20.8,5.2,29.5,33.8,1993,9,22,1,0
1993-09-22 02:00:00,630.0834,-23.2,6.5,29.5,33.8,1993,9,22,2,0
1993-09-22 03:00:00,630.125,-22.8,4.5,29.5,33.8,1993,9,22,3,0
1993-09-22 04:00:00,630.1666,-20.5,3.4,29.5,33.9,1993,9,22,4,0
1993-09-22 05:00:00,630.2084,-17.1,3.6,29.5,34.0,1993,9,22,5,0
1993-09-22 06:00:00,630.25,-14.3,2.8,29.5,33.9,1993,9,22,6,0
1993-09-22 07:00:00,630.2916,-13.2,2.1,29.5,34.0,1993,9,22,7,0
1993-09-22 08:00:00,630.3334,-12.7,2.2,29.4,34.3,1993,9,22,8,0
1993-09-22 09:00:00,630.375,-11.2,2.6,29.5,34.3,1993,9,22,9,0
1993-09-22 10:00:00,630.4166,-8.7,3.1,29.5,34.1,1993,9,22,10,0
1993-09-22 11:00:00,630.4584,-6.2,2.9,29.5,33.9,1993,9,22,11,0
1993-09-22 12:00:00,630.5,-5.0,1.5,29.5,33.8,1993,9,22,12,0
1993-09-22 13:00:00,630.5416,-5.1,0.4,29.5,34.0,1993,9,22,13,0
1993-09-22 14:00:00,630.5834,-4.9,-1.0,29.5,34.2,1993,9,22,14,0
1993-09-22 15:00:00,630.625,-4.5,-4.0,29.5,34.0,1993,9,22,15,0
1993-09-22 16:00:00,630.6666,-5.9,-5.8,29.5,33.9,1993,9,22,16,0
1993-09-22 17:00:00,630.7084,-9.4,-4.4,29.5,34.1,1993,9,22,17,0
1993-09-22 18:00:00,630.75,-13.6,-2.7,29.5,34.1,1993,9,22,18,0
1993-09-22 19:00:00,630.7916,-17.2,-2.7,29.5,34.0,1993,9,22,19,0
1993-09-22 20:00:00,630.8334,-19.7,-4.0,29.5,33.9,1993,9,22,20,0
1993-09-22 21:00:00,630.875,-21.4,-3.8,29.5,33.7,1993,9,22,21,0
1993-09-22 22:00:00,630.9166,-21.7,-0.3,29.5,33.5,1993,9,22,22,0
1993-09-22 23:00:00,630.9584,-20.7,2.3,29.6,33.3,1993,9,22,23,0
1993-09-23 00:00:00,631.0,-19.9,1.6,29.6,33.3,1993,9,23,0,0
1993-09-23 01:00:00,631.0416,-19.3,0.6,29.6,33.3,1993,9,23,1,0
1993-09-23 02:00:00,631.0834,-18.9,0.8,29.5,33.3,1993,9,23,2,0
1993-09-23 03:00:00,631.125,-17.5,2.4,29.5,33.3,1993,9,23,3,0
1993-09-23 04:00:00,631.1666,-13.5,5.2,29.6,33.3,1993,9,23,4,0
1993-09-23 05:00:00,631.2084,-9.2,5.8,29.5,33.5,1993,9,23,5,0
1993-09-23 06:00:00,631.25,-5.7,4.5,29.3,33.8,1993,9,23,6,0
1993-09-23 07:00:00,631.2916,-1.4,4.2,29.3,34.3,1993,9,23,7,0
1993-09-23 08:00:00,631.3334,2.7,3.5,29.3,34.6,1993,9,23,8,0
1993-09-23 09:00:00,631.375,3.9,1.5,29.3,34.9,1993,9,23,9,0
1993-09-23 10:00:00,631.4166,2.4,1.1,29.3,35.0,1993,9,23,10,0
1993-09-23 11:00:00,631.4584,0.6,1.7,29.3,34.5,1993,9,23,11,0
1993-09-23 12:00:00,631.5,0.6,1.6,29.3,34.2,1993,9,23,12,0
1993-09-23 13:00:00,631.5416,1.5,1.7,29.3,34.8,1993,9,23,13,0
1993-09-23 14:00:00,631.5834,1.9,2.6,29.3,35.5,1993,9,23,14,0
1993-09-23 15:00:00,631.625,1.9,2.0,29.4,35.6,1993,9,23,15,0
1993-09-23 16:00:00,631.6666,1.0,-0.5,29.4,35.4,1993,9,23,16,0
1993-09-23 17:00:00,631.7084,-1.6,-2.4,29.4,35.2,1993,9,23,17,0
1993-09-23 18:00:00,631.75,-4.8,-3.1,29.5,35.1,1993,9,23,18,0
1993-09-23 19:00:00,631.7916,-7.5,-4.0,29.5,34.8,1993,9,23,19,0
1993-09-23 20:00:00,631.8334,-10.2,-5.1,29.3,34.3,1993,9,23,20,0
1993-09-23 21:00:00,631.875,-13.0,-5.4,29.2,33.8,1993,9,23,21,0
1993-09-23 22:00:00,631.9166,-14.5,-4.2,29.3,33.7,1993,9,23,22,0
